,lat,lng,id
0,31.73333,-106.48333,12036
1,19.64388,-99.21598,299496
2,19.33212,-99.21118,152503
3,31.73333,-106.48333,213166
4,19.61725,-99.06601,160438
5,31.73333,-106.48333,54806
6,19.44506,-99.14612,23605
7,31.73333,-106.48333,20542
8,32.5027,-117.00371,255567
9,20.5,-99.0,260132
10,19.61725,-99.06601,195051
11,19.64388,-99.21598,140112
12,19.06406,-98.30352,286014
13,31.73333,-106.48333,242413
14,19.06406,-98.30352,122898
15,32.5027,-117.00371,282772
16,20.5,-99.0,92452
17,32.5027,-117.00371,85728
18,19.33212,-99.21118,139475
19,32.5027,-117.00371,13333
20,20.53315,-97.45946,294692
21,31.73333,-106.48333,10186
22,20.5,-99.0,187364
23,20.5,-99.0,259443
24,19.51158,-98.88374,23333
25,25.75976,-100.16287,82966
26,31.73333,-106.48333,87792
27,25.67506,-100.31846,133645
28,31.73333,-106.48333,226907
29,32.5027,-117.00371,1962
30,31.73333,-106.48333,280830
31,19.05,-98.3,181835
32,31.73333,-106.48333,196706
33,22.14993,-100.9828,152341
34,31.73333,-106.48333,296568
35,20.5,-99.0,166808
36,19.06406,-98.30352,111688
37,31.73333,-106.48333,92484
38,19.49016,-99.10978,132061
39,31.73333,-106.48333,240204
40,28.63333,-106.08333,273717
41,31.73333,-106.48333,188102
42,32.5027,-117.00371,74245
43,32.5027,-117.00371,22057
44,19.61725,-99.06601,205951
45,31.73333,-106.48333,91775
46,19.33212,-99.21118,133111
47,25.08206,-108.05597,262445
48,19.61725,-99.06601,11787
49,31.73333,-106.48333,241039
50,32.5027,-117.00371,31671
51,25.65384,-100.37758,240384
52,31.73333,-106.48333,293063
53,27.415740000000003,-100.3748,127677
54,20.53315,-97.45946,47459
55,31.73333,-106.48333,272371
56,19.53333,-96.91667,225748
57,19.44506,-99.14612,294152
58,31.73333,-106.48333,40678
59,20.5,-99.0,178197
60,25.65384,-100.37758,188130
61,31.73333,-106.48333,137441
62,31.73333,-106.48333,88927
63,19.61725,-99.06601,228320
64,20.51667,-99.86667,216922
65,20.72356,-103.38479,150099
66,19.61725,-99.06601,254842
67,19.06406,-98.30352,13078
68,20.5,-99.0,268708
69,22.14993,-100.9828,167693
70,20.72356,-103.38479,27085
71,32.5027,-117.00371,62528
72,31.73333,-106.48333,64681
73,31.73333,-106.48333,198277
74,19.64388,-99.21598,181823
75,19.06406,-98.30352,203170
76,20.53315,-97.45946,84017
77,32.5027,-117.00371,66915
78,31.73333,-106.48333,194620
79,20.72356,-103.38479,120131
80,20.6409,-103.29327,20905
81,29.0971,-110.95749,55743
82,19.06406,-98.30352,64131
83,20.88601,-98.20551,243473
84,27.415740000000003,-100.3748,43595
85,19.33212,-99.21118,264696
86,31.73333,-106.48333,123046
87,31.73333,-106.48333,200492
88,20.47421,-103.44654,46027
89,19.58547,-99.26034,216719
90,25.08206,-108.05597,205877
91,20.5,-99.0,238617
92,31.73333,-106.48333,166743
93,19.35867,-99.20329,200210
94,20.5,-99.0,82229
95,31.73333,-106.48333,190654
96,31.73333,-106.48333,145540
97,31.73333,-106.48333,61589
98,19.35867,-99.20329,217434
99,21.17429,-86.84656,298934
100,19.04334,-98.20193,159040
101,20.5,-99.0,98341
102,19.06406,-98.30352,246064
103,25.41942,-101.00128,74350
104,19.29708,-99.16787,90867
105,19.61725,-99.06601,146586
106,31.73333,-106.48333,263602
107,19.35738,-99.0671,224107
108,20.72356,-103.38479,171967
109,25.67506,-100.31846,16808
110,19.63452,-99.1005,75062
111,20.88601,-98.20551,35837
112,32.5027,-117.00371,217192
113,31.73333,-106.48333,188081
114,31.73333,-106.48333,215064
115,31.73333,-106.48333,137574
116,20.5,-99.0,42795
117,19.06406,-98.30352,280972
118,18.94201,-99.22646,225035
119,31.73333,-106.48333,117041
120,31.73333,-106.48333,25818
121,19.06406,-98.30352,60650
122,25.67506,-100.31846,92877
123,19.33212,-99.21118,253966
124,31.73333,-106.48333,282432
125,20.3878,-99.99605,205652
126,31.73333,-106.48333,55537
127,19.38611,-99.16204,71242
128,19.58547,-99.26034,21286
129,20.5,-99.0,200338
130,31.73333,-106.48333,180691
131,31.73333,-106.48333,118223
132,19.06406,-98.30352,2740
133,31.73333,-106.48333,266458
134,19.33212,-99.21118,2971
135,19.35985,-99.35016,234616
136,31.73333,-106.48333,31009
137,19.61725,-99.06601,7395
138,19.44286,-99.09724,63814
139,19.70078,-101.18443,25434
140,31.73333,-106.48333,62520
141,19.44506,-99.14612,226355
142,31.73333,-106.48333,127163
143,20.5,-99.0,19617
144,18.91463,-103.87564,14806
145,32.5027,-117.00371,293777
146,17.07108,-96.71914,127673
147,19.35985,-99.35016,209011
148,19.58547,-99.26034,177468
149,31.73333,-106.48333,177765
150,19.49016,-99.10978,46649
151,19.64388,-99.21598,208662
152,32.5027,-117.00371,3094
153,31.73333,-106.48333,208159
154,31.73333,-106.48333,233508
155,19.64388,-99.21598,232999
156,31.73333,-106.48333,148445
157,31.73333,-106.48333,253512
158,31.73333,-106.48333,124262
159,31.73333,-106.48333,28189
160,31.73333,-106.48333,295820
161,31.73333,-106.48333,14059
162,31.73333,-106.48333,47091
163,31.73333,-106.48333,282033
164,20.5,-99.0,151160
165,19.06406,-98.30352,27735
166,19.06406,-98.30352,12382
167,32.5027,-117.00371,75637
168,20.5,-99.0,158844
169,20.5,-99.0,19754
170,19.06406,-98.30352,239882
171,19.61725,-99.06601,43482
172,19.06406,-98.30352,285657
173,25.65384,-100.37758,119057
174,19.29708,-99.16787,200142
175,31.73333,-106.48333,127396
176,31.73333,-106.48333,41799
177,20.5,-99.0,15512
178,20.6409,-103.29327,46251
179,31.73333,-106.48333,108550
180,19.53333,-96.91667,291350
181,31.73333,-106.48333,59576
182,19.64388,-99.21598,202825
183,19.61725,-99.06601,15110
184,31.73333,-106.48333,149570
185,19.33212,-99.21118,243569
186,19.35985,-99.35016,197589
187,20.9767,-89.62059,178089
188,19.61725,-99.06601,110308
189,19.33212,-99.21118,72350
190,20.5,-99.0,147727
191,18.25774,-98.1031,82544
192,31.73333,-106.48333,4539
193,31.73333,-106.48333,121404
194,31.73333,-106.48333,52546
195,31.73333,-106.48333,48690
196,31.73333,-106.48333,152247
197,22.14993,-100.9828,180493
198,31.73333,-106.48333,48085
199,29.0971,-110.95749,15927
200,20.6,-100.38333,81793
201,20.5,-99.0,258003
202,32.5027,-117.00371,15053
203,31.73333,-106.48333,299543
204,32.5027,-117.00371,63752
205,19.35738,-99.0671,264812
206,19.3467,-99.16174,293947
207,31.73333,-106.48333,20723
208,32.5027,-117.00371,26518
209,31.73333,-106.48333,217032
210,19.54005,-99.19538,139907
211,19.06406,-98.30352,251259
212,31.73333,-106.48333,149088
213,19.64388,-99.21598,126243
214,25.08206,-108.05597,120577
215,19.61725,-99.06601,296634
216,19.61725,-99.06601,7578
217,19.3467,-99.16174,423
218,31.73333,-106.48333,151811
219,32.5027,-117.00371,160175
220,19.61725,-99.06601,159478
221,19.33212,-99.21118,31061
222,20.63784,-100.34068,245700
223,31.73333,-106.48333,220355
224,20.6,-100.38333,277836
225,19.33212,-99.21118,222304
226,19.61725,-99.06601,211279
227,31.73333,-106.48333,137672
228,25.0,-90.0,116184
229,31.73333,-106.48333,157023
230,19.44506,-99.14612,217390
231,31.73333,-106.48333,18293
232,20.5,-99.0,216404
233,31.73333,-106.48333,17612
234,27.415740000000003,-100.3748,64954
235,20.5,-99.0,234862
236,19.61725,-99.06601,231222
237,19.58547,-99.26034,2844
238,19.04334,-98.20193,24353
239,18.94201,-99.22646,16843
240,20.72356,-103.38479,46393
241,31.73333,-106.48333,233143
242,19.61725,-99.06601,35506
243,31.73333,-106.48333,84897
244,19.61725,-99.06601,230260
245,19.61725,-99.06601,13272
246,19.48698,-99.18594,180765
247,32.5027,-117.00371,39863
248,19.35993,-99.29388,94169
249,31.73333,-106.48333,68987
250,19.33333,-99.5,275202
251,19.06406,-98.30352,7591
252,31.73333,-106.48333,166713
253,31.73333,-106.48333,4559
254,19.06406,-98.30352,223185
255,32.5027,-117.00371,153220
256,32.5027,-117.00371,210297
257,20.9767,-89.62059,9463
258,31.73333,-106.48333,187466
259,25.65384,-100.37758,161536
260,19.61725,-99.06601,228496
261,32.5027,-117.00371,245502
262,20.53315,-97.45946,264885
263,19.25785,-99.10513,110616
264,19.61725,-99.06601,32847
265,19.64388,-99.21598,142218
266,31.73333,-106.48333,201639
267,19.35867,-99.20329,214294
268,23.9258,-99.29646,180061
269,31.73333,-106.48333,135782
270,20.5,-99.0,85682
271,19.61725,-99.06601,280204
272,31.73333,-106.48333,174824
273,31.73333,-106.48333,100999
274,31.73333,-106.48333,102668
275,20.5,-99.0,62907
276,31.73333,-106.48333,105178
277,19.70078,-101.18443,258674
278,20.9767,-89.62059,151579
279,20.88601,-98.20551,199864
280,20.6,-100.38333,124399
281,19.61725,-99.06601,144996
282,25.65384,-100.37758,155701
283,19.3467,-99.16174,182496
284,19.61725,-99.06601,149166
285,20.5,-99.0,142385
286,20.5,-99.0,173250
287,20.5,-99.0,163910
288,19.33212,-99.21118,37240
289,19.41686,-98.90202,28523
290,20.47421,-103.44654,22492
291,31.73333,-106.48333,8991
292,31.73333,-106.48333,183250
293,19.61725,-99.06601,129863
294,31.73333,-106.48333,25678
295,20.5,-99.0,162752
296,19.61725,-99.06601,62210
297,20.5,-99.0,55343
298,19.33212,-99.21118,149566
299,19.06406,-98.30352,228879
300,19.06406,-98.30352,207063
301,19.43471,-99.20091,14410
302,18.76667,-97.69167,153425
303,20.9767,-89.62059,28917
304,19.64388,-99.21598,110684
305,19.06406,-98.30352,62629
306,27.415740000000003,-100.3748,183295
307,19.06406,-98.30352,53376
308,31.73333,-106.48333,187928
309,19.61725,-99.06601,107053
310,19.06406,-98.30352,266761
311,19.54005,-99.19538,105156
312,31.73333,-106.48333,149972
313,31.73333,-106.48333,51752
314,31.73333,-106.48333,291755
315,20.5,-99.0,231983
316,19.35993,-99.29388,105867
317,19.54005,-99.19538,149958
318,20.72356,-103.38479,140843
319,31.73333,-106.48333,227983
320,19.25785,-99.10513,23522
321,19.61725,-99.06601,265164
322,19.64388,-99.21598,5884
323,19.06406,-98.30352,224466
324,20.88601,-98.20551,5217
325,19.61725,-99.06601,78735
326,20.66682,-103.39182,46157
327,17.786279999999994,-92.95491,242682
328,20.5,-99.0,14566
329,32.5027,-117.00371,228989
330,20.72356,-103.38479,254975
331,19.33212,-99.21118,209142
332,32.5027,-117.00371,208026
333,31.73333,-106.48333,27052
334,20.88601,-98.20551,149007
335,19.35993,-99.29388,232021
336,19.64388,-99.21598,275959
337,31.73333,-106.48333,68626
338,31.73333,-106.48333,115379
339,31.73333,-106.48333,137758
340,28.63333,-106.08333,207442
341,19.61725,-99.06601,278338
342,19.35985,-99.35016,247797
343,24.80737,-107.39734,78475
344,19.58547,-99.26034,246126
345,23.9258,-99.29646,173696
346,31.73333,-106.48333,108979
347,31.73333,-106.48333,281218
348,28.63333,-106.08333,135814
349,31.73333,-106.48333,246210
350,20.12035,-98.69659,152911
351,27.415740000000003,-100.3748,16306
352,19.64388,-99.21598,280058
353,19.54005,-99.19538,18725
354,19.33212,-99.21118,186590
355,32.5027,-117.00371,221338
356,20.6274,-87.07987,147802
357,20.60811,-100.33143,166172
358,31.73333,-106.48333,228895
359,19.61725,-99.06601,113732
360,27.415740000000003,-100.3748,283915
361,22.27538,-97.8349,175514
362,23.9258,-99.29646,294863
363,31.73333,-106.48333,212212
364,19.64388,-99.21598,121753
365,31.73333,-106.48333,169340
366,20.5,-99.0,223453
367,27.415740000000003,-100.3748,205995
368,19.61725,-99.06601,258592
369,19.28378,-98.43808,240198
370,20.5,-99.0,79719
371,31.73333,-106.48333,89991
372,25.08206,-108.05597,114436
373,19.43471,-99.20091,69862
374,19.3467,-99.16174,154836
375,19.61725,-99.06601,23300
376,31.73333,-106.48333,185452
377,19.33212,-99.21118,236517
378,18.94201,-99.22646,215770
379,31.73333,-106.48333,211507
380,19.35867,-99.20329,186993
381,19.64388,-99.21598,245342
382,20.5,-99.0,238145
383,19.64756,-99.16796,253400
384,31.73333,-106.48333,288320
385,19.61725,-99.06601,218343
386,22.27538,-97.8349,132834
387,19.35993,-99.29388,28530
388,28.63333,-106.08333,135167
389,22.27538,-97.8349,202602
390,19.61725,-99.06601,199550
391,20.6,-100.38333,229387
392,20.6,-100.38333,7277
393,19.61725,-99.06601,288965
394,31.73333,-106.48333,149893
395,31.73333,-106.48333,198830
396,31.73333,-106.48333,140333
397,19.06406,-98.30352,56949
398,31.73333,-106.48333,105929
399,32.5027,-117.00371,116146
400,20.5,-99.0,209596
401,20.5,-99.0,287720
402,32.5027,-117.00371,149644
403,19.29708,-99.16787,86091
404,20.5,-99.0,85751
405,31.73333,-106.48333,66882
406,20.72356,-103.38479,206283
407,25.28412,-100.02146,131872
408,32.5027,-117.00371,186974
409,20.5,-99.0,201154
410,31.73333,-106.48333,182169
411,18.94201,-99.22646,141728
412,19.61725,-99.06601,251109
413,19.64388,-99.21598,107077
414,32.5027,-117.00371,62775
415,19.61725,-99.06601,11951
416,20.88601,-98.20551,45147
417,19.26174,-98.89775,56712
418,20.5,-99.0,180460
419,19.64388,-99.21598,226615
420,31.73333,-106.48333,256889
421,31.73333,-106.48333,280997
422,19.61725,-99.06601,240703
423,20.5,-99.0,275237
424,31.73333,-106.48333,218742
425,31.73333,-106.48333,268493
426,19.53333,-96.91667,259575
427,19.61725,-99.06601,5876
428,19.61725,-99.06601,281229
429,25.67506,-100.31846,92142
430,27.415740000000003,-100.3748,56376
431,31.73333,-106.48333,219528
432,31.73333,-106.48333,163750
433,20.6,-100.38333,107005
434,19.44506,-99.14612,110396
435,32.5027,-117.00371,197579
436,16.75469,-93.11485,282669
437,20.5,-99.0,227782
438,19.61725,-99.06601,188798
439,31.73333,-106.48333,45135
440,19.06406,-98.30352,179706
441,21.88234,-102.28259,237193
442,20.5,-99.0,265645
443,19.18074,-96.13405,95063
444,19.06406,-98.30352,239514
445,19.72713,-99.46327,129671
446,32.5027,-117.00371,232830
447,31.73333,-106.48333,72662
448,19.64388,-99.21598,106163
449,19.41686,-98.90202,107391
450,19.61725,-99.06601,237539
451,31.73333,-106.48333,148174
452,19.35867,-99.20329,84737
453,19.48698,-99.18594,255588
454,19.70078,-101.18443,38720
455,31.73333,-106.48333,45568
456,32.5027,-117.00371,72452
457,19.35738,-99.0671,33682
458,20.5,-99.0,170668
459,20.53315,-97.45946,19266
460,19.33212,-99.21118,161054
461,18.85132,-100.00585,169255
462,31.73333,-106.48333,83785
463,19.61725,-99.06601,133872
464,19.43471,-99.20091,105284
465,19.58547,-99.26034,34178
466,31.73333,-106.48333,31676
467,20.35315,-99.32322,217828
468,31.73333,-106.48333,251778
469,19.49016,-99.10978,46170
470,19.05,-98.3,111866
471,19.29708,-99.16787,162842
472,19.44506,-99.14612,290859
473,19.35985,-99.35016,21129
474,19.58547,-99.26034,206854
475,19.3727,-99.1564,276030
476,19.47851,-99.23963,45734
477,25.65384,-100.37758,298609
478,31.73333,-106.48333,99915
479,31.73333,-106.48333,56032
480,31.73333,-106.48333,132504
481,31.73333,-106.48333,123957
482,20.5,-99.0,52237
483,31.73333,-106.48333,81165
484,31.73333,-106.48333,113510
485,19.64388,-99.21598,121215
486,31.73333,-106.48333,47781
487,31.73333,-106.48333,135030
488,25.65384,-100.37758,203129
489,20.5,-99.0,218460
490,32.5027,-117.00371,129542
491,31.73333,-106.48333,265314
492,31.73333,-106.48333,108479
493,32.5027,-117.00371,80479
494,20.5,-99.0,182963
495,31.73333,-106.48333,116323
496,20.66682,-103.39182,136861
497,19.06406,-98.30352,14355
498,19.64388,-99.21598,37991
499,19.54005,-99.19538,1589
500,31.73333,-106.48333,296408
501,31.73333,-106.48333,122755
502,31.73333,-106.48333,159937
503,19.61725,-99.06601,133459
504,19.35985,-99.35016,203726
505,20.51667,-99.86667,39924
506,19.64388,-99.21598,208752
507,19.35867,-99.20329,147111
508,31.73333,-106.48333,73163
509,19.18074,-96.13405,62569
510,20.5,-99.0,98442
511,31.73333,-106.48333,39581
512,19.06406,-98.30352,295546
513,19.35985,-99.35016,150445
514,20.5,-99.0,162956
515,19.61725,-99.06601,296228
516,19.29708,-99.16787,60314
517,20.5,-99.0,237998
518,19.64388,-99.21598,114238
519,31.73333,-106.48333,230896
520,19.61725,-99.06601,29649
521,19.06406,-98.30352,22845
522,25.67506,-100.31846,98025
523,25.41942,-101.00128,261977
524,19.61725,-99.06601,96848
525,19.26919,-99.53201,259308
526,19.35867,-99.20329,50266
527,19.06406,-98.30352,78547
528,19.61725,-99.06601,122305
529,20.5,-99.0,3598
530,19.61725,-99.06601,177148
531,22.27538,-97.8349,230393
532,32.5027,-117.00371,115078
533,20.5,-99.0,200087
534,20.88601,-98.20551,268071
535,20.88601,-98.20551,1898
