id,banos
134537,1.8674320817923573
130216,2.256885237415223
73348,2.0987040122508667
40421,1.8913349211976338
90071,1.8101852611462323
144635,2.2697916387095063
146158,1.6426382165192774
294582,1.5002411668357756
241431,2.549061907017249
286113,2.944881423005894
32302,1.0592130323542812
60035,3.1062566367434075
207641,1.3648225972283332
249523,2.6676992889235835
120733,3.462802087550848
33712,1.9370660572530563
86982,1.8685705497283178
285383,1.6892254322559026
157324,2.811660086602665
145820,3.4472018814501335
33827,1.6875936747350782
43705,1.8320172036251774
134380,1.6159209335251767
123025,0.9908558843429147
128421,1.1281176786847855
149879,1.6648046393324956
237547,1.3672370338902036
4378,1.5906812351263433
270212,1.9021393283003976
67919,3.8257219148853823
16325,1.7523508241612686
111327,1.0136073893599227
39494,3.26577857020424
245705,1.9544335108234405
155408,3.1563466828650326
23066,2.3392629519988515
192103,2.5045892142642003
194182,2.750212011748015
172742,1.1312810964167928
19526,1.1502009265202182
233180,2.9838482709131258
225044,1.796829421140925
219139,3.2828910726700213
163921,2.7743012863809238
22276,1.7453005935266483
204405,3.122596045244236
88457,3.106830552463812
261333,1.755571869336461
139589,1.0851120748928544
244819,2.8665645059854334
55713,3.080881295234941
33145,1.9815840144051253
184641,1.607877828941529
279183,2.330897133171829
188359,3.5446772309710846
70588,1.599146428254593
246608,2.6820549750234486
40790,2.434141079818731
163648,3.5715965677910955
52686,3.1554039138107064
225367,3.9575809327252625
224663,2.0797218147519327
141480,1.8562938757309355
98472,2.3359614490779315
234569,3.288947424783147
270379,3.413820896920948
142168,3.022470093183491
186396,2.0332770416007446
134448,1.0838603942096996
138251,2.1265433764882014
94104,1.7640525003371241
99617,2.3407328874106637
62474,2.234984678724906
203064,2.639339934396671
86185,1.675020282331756
140976,2.007139912216953
285797,3.033288541717015
33917,1.807608317147696
182806,2.5293852583286545
243920,1.9877469225873015
2302,3.498378604187513
187713,3.7402487787641236
244113,1.9603677892795293
195765,1.9111344583409315
199911,3.889916637815801
236393,3.7686325319949883
142112,1.426494975037716
176676,1.9306385971527285
149251,1.4936362438795887
298725,2.19668536377417
192725,2.531933972088159
187406,1.722479451684633
287048,1.5909153321645622
200766,3.0787736097654936
206744,1.7102550735158435
30402,3.59098561185852
266916,1.7609089296370242
94795,1.72588336815458
184007,1.9638895831304912
32415,1.5328983850390792
50327,3.8205854095546252
28838,1.6755778707282156
36427,3.284069922939806
132194,2.4317622672786587
277254,1.6834743728926889
65278,1.9704583669935418
243075,2.9590642322932967
157954,1.2858454686532774
205357,1.5850928826176456
109374,3.5364870555420316
53593,1.6368638011213263
181659,2.045704782747443
5241,1.4335388124415405
84145,1.2232495950633857
160918,2.344832090395956
290638,3.4788794346181855
153007,2.387285415535424
130586,1.1650579833921912
216570,1.992694636102158
282110,1.5081787687932537
252947,1.1275363680373927
35355,3.2294155203880743
30360,1.5971333629440871
237192,1.9047117221036511
176674,1.1907875204692355
125307,3.216120167746884
186850,2.1165052234050616
28796,2.8193138323606886
57195,2.1984612418772973
53862,1.5631404583946482
42303,2.8814323068769063
65034,1.8666930747223105
119260,2.5498188263172588
53212,1.9412688457657301
15615,2.934819282512817
228706,3.154079255640363
246302,1.6803737870232673
12173,0.9920933404626089
293731,1.8237894447818706
120968,2.3840192522417873
36461,1.0841093139776636
190381,2.115061888194058
91033,1.8145431839797208
121709,1.1199629078845752
31086,2.3027393317988882
180567,3.1100425042731508
259154,3.5838223052499516
18032,3.245913760258957
179835,1.5154414925486774
50354,1.7301850594802666
283864,1.2125611961272986
90775,2.9407183859443036
93151,3.204503302968915
149313,3.43348799400989
223983,3.8720456075030065
140203,2.4125535013380563
283171,3.487113392581731
62418,2.109208869558444
203366,3.3834082512157786
234130,3.053765079188594
177360,3.7619233102216008
173555,2.1646846443753733
263555,1.250712949298765
43656,1.728977656289635
143198,1.61357457227262
232743,3.288082228470684
78712,3.459168899286988
185139,3.088557303060947
7092,2.0389689885016415
284271,3.8287013660880067
