id,garages
134537,0.04502796148553654
129818,1.548113942299688
235958,2.386089106304347
173573,2.329859699855661
1127,1.7615714122359234
142454,0.7363443628810016
134758,2.267922007993812
218245,2.5795739283983923
286113,2.347669586199486
263775,2.1564178810612615
84768,1.0632423444065393
60035,2.6058770299318517
207641,0.4959682830946081
10005,1.4288119241309791
250047,1.7506584112055654
72712,2.3163391124118493
58873,2.3716569255782884
299439,1.9226934185636055
120733,2.123123786192541
33712,0.6107427952975731
68238,2.580772800349739
188842,2.508880249063619
14228,2.2179368590419695
285383,0.0910497087951609
250273,1.7842155196217668
145820,2.2382246359834195
253204,2.007551288871964
43705,0.3524088414030674
233685,2.611434788160315
80025,1.8676947918143698
143725,2.1634414609723085
142453,1.0193224309623647
76493,0.8988721930489239
67919,0.22130783057425513
12145,2.3374641844199484
52920,2.0152021961466815
110074,1.9470382801294384
157486,2.3891413107222443
123989,1.103752397637274
250663,2.2131118652304105
251416,0.759973838817367
166399,2.1501125291253307
278941,2.4614127955692893
69738,2.1836584556852285
260728,1.7564541549541193
143187,1.841787638775837
133728,0.7631735838126128
281680,2.4686357134330343
194182,0.0739349424558719
147123,1.7479066276187192
298891,2.3541813952620654
140053,2.1289134997331676
258195,0.9711917737299207
205620,2.039447761565467
147373,2.244629513907233
225044,0.6939197272022154
282918,0.9554977905351929
72875,1.9763112438641577
132033,2.4722690565201844
266105,2.6198149177612966
268973,0.965040504483784
22276,0.7392550410192423
26168,2.2335156417169086
261326,2.772752762121874
201173,2.3801780280271356
161497,1.4366251399594128
224417,2.414772918232648
297052,1.0868169254524698
82795,2.124876150142483
229837,1.296021253317865
75763,1.2623223680990785
2512,1.7158387970441407
62521,0.9948312944196284
237726,2.0765460026529605
297301,1.3867528915625797
253803,1.9385499983055217
153280,1.6717046617624434
71708,2.7786152570198364
64658,2.3853732687490177
129843,1.9714950226207233
170594,1.9365852444650982
277163,2.1117106686976346
194676,2.314365656494025
63553,2.084193725693621
70588,1.4770913652094655
233364,1.9598185894546836
57552,2.0293748867770054
