id,metrostotales
44962,64.61006099006806
134537,260.62025852878315
51180,104.24318184476272
103293,237.9693315204223
235958,268.62805221935974
146158,193.11327970591432
257302,79.99892075590847
142454,278.4842150107222
244353,110.60908481179813
232207,57.821693660594626
237577,168.7093194098825
218245,284.0627246573453
215118,89.18691312804967
196970,173.4924658710943
16702,263.22955733791235
204516,280.2923073123336
60035,333.2306651627183
160587,67.5772211080644
197102,93.66891496342971
10005,354.00218639841484
270980,154.64227584658084
227278,128.74004728676618
110067,129.09988390926895
70673,94.44782016037509
68238,308.11045561260926
49616,53.641505689934284
252254,165.12881649539656
14228,319.97724006229083
285383,308.57918702213414
212041,92.2231513957113
250273,309.08188629916697
223353,136.1868607143853
83719,127.76219199638463
1416,69.9589354456893
246070,159.28776421570498
145820,285.25136351322084
50692,161.20444074320994
238932,302.8626748764164
223652,148.2880280068499
134380,198.0568500471264
91825,235.2931323937389
1527,91.62210677414849
128421,180.49645871575015
100528,47.22041375570573
199424,125.93507002560283
165038,86.5779037054982
4378,224.96261359436218
270212,102.75152212714268
201327,62.40835255858148
247939,81.96253517703735
74110,135.930026486909
17677,140.44656394222352
67919,309.4875794697645
143858,61.670491816850486
100877,116.98473260600764
149347,79.97010309565658
56475,48.946202358657565
157486,322.8616729670967
5321,122.40738541508588
216322,121.63274219901675
123989,308.24686088518564
70715,299.3574250582124
165119,99.37694346948979
260728,296.2739436787276
279001,179.49587484690187
23066,228.40178107951127
257614,144.25678735823064
225958,170.4853209864219
227708,121.60475285441882
100517,66.07631632575551
41314,162.14753898982383
71493,128.0296484097808
59355,137.20516010805943
134803,194.28187215626193
193676,162.22016696706356
281680,350.31455868613506
237931,113.41979821219992
259305,75.89624807087924
298891,334.32991997652096
36316,235.22270681028766
32753,166.6148444272723
58007,312.9177319927822
140053,315.797826169615
197755,178.6429933298534
17832,230.55612224042363
19526,68.54942409180398
112278,115.73987705512998
147373,337.6847002222024
660,232.5790379927322
132033,308.82669160854545
266105,326.645131422422
288171,173.09379884560272
22276,315.9459930989972
115356,220.53115273503278
213034,203.3747702353335
50364,72.80988455991906
248675,82.68418448416125
150010,106.95646527553066
88928,94.90288966515696
19319,32.78977506769872
42950,310.64206525288193
92248,291.1759545576465
163224,127.25667147497687
209138,245.85652664738063
161497,152.5018984392204
224417,350.9545222861762
12510,84.23012424393237
82795,241.67696367238213
2512,347.62452441155415
62521,130.80895236975806
297301,324.5678876280265
253803,140.69273183752117
98108,121.69201102977813
139589,48.68887910885981
126367,190.78773974114378
277567,69.19207481350588
111579,72.88212143283104
219982,157.41732062970982
64658,325.3705776627793
102678,182.74506840061622
97013,268.8905328513715
153590,390.24778820105826
239439,156.7498669497697
63553,250.82754739274088
70588,292.3909882327777
190785,60.63180017618548
233080,66.26039338488779
40790,168.07043703625803
26302,105.6019509423031
91293,228.12777913707848
151106,342.0008740319981
63985,69.53236462448331
22311,111.17238355315108
109465,284.15030103999413
76423,103.21711380247783
122828,113.1259364891583
79501,64.27657039877909
226196,326.3078230210547
222573,156.28467474148601
43483,183.41670352497192
159751,303.8325565103915
186414,146.1754590762316
246704,165.76473240532047
148502,143.5640475271527
108308,259.31816363882643
234569,291.8772964017826
288751,108.98199898348558
3077,62.67592592388874
145840,238.32404738297117
168291,305.9049610763563
167322,48.94319713530604
284431,297.98400576904595
146378,185.58410345449536
104807,129.9075139392935
112464,82.09859919403088
246603,280.1801187455343
123309,343.5794081430409
239971,177.7120997881122
295134,69.34114099286879
255741,105.267491471988
270716,86.2330272908454
1707,78.0155497931624
139557,61.262804629064135
206421,96.34580820375179
292125,105.47184958184431
126757,305.4133399237672
232994,58.16280588949906
47560,361.00358157740567
269687,218.61703934765987
222110,128.79220622283898
87452,241.05430656767075
70535,114.32296254229138
186711,246.3040764356839
172375,62.993559913956496
252899,353.69795004956967
224669,119.42714811725067
137674,151.9595131504896
35778,311.89877835204703
228618,330.53889785763
198483,223.45909602714465
270938,255.47769586743607
269858,237.89013176650153
192966,138.82223838661685
124524,97.29987840474374
33917,123.06790770586886
22162,73.88931620697316
113439,247.67191510362753
271990,293.3471945642225
291928,67.23521124006743
192100,140.4614727989367
277263,300.85749402221984
244113,102.35075451137196
93504,127.67085818344643
224366,66.89049861708489
204742,241.7518736997681
200145,137.5197377318649
165831,169.21088661300658
187406,170.30045117783442
276502,46.0107586453248
32748,158.76034391868487
47615,179.4497068475583
200766,323.02092130075516
223625,93.22202121458213
126091,353.2802721553386
60895,65.35678914791008
10725,57.17709206058708
30402,365.92537936515686
121188,381.0286228257018
293544,271.6963342048146
78595,91.14955322101467
215582,128.47160137505873
39529,263.31587315317773
63274,67.7812669713179
214690,63.97151637648894
36427,278.8039181952423
104022,101.93628093497051
1741,211.38708160663313
65365,70.87913625420009
84060,74.21924483196388
65278,129.49399898889394
272556,331.48283984114755
77023,259.5446738230288
196293,253.06963701062406
244253,54.933176139116064
180413,63.07837322659762
1534,77.95773193022663
125294,70.33229840147881
72548,228.7519346158238
179491,157.48325355360492
184375,166.08875231217803
157490,52.53951868136362
247756,163.36261440547295
141689,129.24112629279188
66407,267.8593406058195
190789,109.42078359659081
84145,259.86501444483815
92662,100.91487554684788
153007,247.59466641960677
72865,293.6037931520064
197608,193.23816206642246
55559,82.43897811180618
132348,52.38764325934388
57809,283.38640830676724
252947,53.950948388515904
72967,147.10786029676964
228603,68.80450874672337
242165,176.70647610702852
22626,252.0978059266515
184994,166.07907503893648
238393,322.2366130983328
19360,62.38189944198088
95104,199.2557594108774
12086,293.7876991525026
196538,62.89211137084092
295670,62.13099048378013
261101,87.9593164500593
298478,64.68493781226508
263451,65.90922461673664
240847,123.82611462023844
219628,282.98609668560266
136486,259.2444908388729
264697,67.57565636986803
230369,185.9416678500766
115743,352.94276128490924
111079,111.91385640984832
109139,54.219390143680066
156779,115.38323801371132
128988,330.69766593787574
74759,115.93946629831781
158659,301.2612745944854
48213,110.15477732856583
41754,184.3667917823962
120929,106.86726102136468
250303,159.63476760752022
82022,302.31113166693837
132060,319.438613743854
189237,162.25906497026864
160573,152.27659992606013
225481,80.59646311825114
228706,306.33431186882996
284855,66.54142690959823
171741,105.00339368217132
40993,232.03357554954877
76404,215.06108039044702
245826,146.85403722168138
12173,91.6376515655271
248211,66.83379702946037
130802,255.34718116902806
81542,178.0919616719111
107361,128.33724328924006
200519,101.12967901161146
36092,138.26124526222432
186347,104.3139023304385
84740,319.0336517255151
287771,256.89943509893465
283233,149.44869443213577
121709,48.35128969574449
166152,249.44883921794985
151624,265.1618710243881
41654,68.62845382948551
130050,65.17685973911276
155415,57.625348154897175
282438,62.02299909091038
180567,237.60833888392324
113740,364.68206189023647
21822,295.85810634436825
105330,293.10777898267713
52553,44.905899484530636
225795,188.43623899618973
215039,62.1917391803849
235036,219.57738381610187
294554,141.75278810598306
219863,210.21309380883906
197891,87.21622852202324
141371,200.4865081297221
93151,303.2730793144466
149313,378.7363647826901
143657,250.87233750373605
140203,184.313626975727
10967,49.845440727843304
141970,92.57703105631036
177360,334.71969050397695
229884,351.1692371052664
90695,38.365270115089054
132689,95.52850785270628
226642,89.99085887104663
263555,206.77977762150934
204539,268.59451540763473
89895,189.30253345111117
131766,130.25151675778986
114788,148.75655909530641
163162,69.9752267611466
184653,113.30779979718879
48334,269.76558163196006
134250,128.68011896978598
253982,123.33466147871538
13754,77.96195027789864
13212,112.68381634361462
210937,121.03380931778408
175520,133.57890645969485
141717,379.7206704216421
174757,144.01513286318158
21126,249.07830078512927
276557,303.20818364203177
30792,301.6798916105015
273774,92.81397046960045
57968,238.45710322816865
110783,226.01439533814056
61311,156.6727202037117
248730,93.02198161862849
136245,92.23523967929601
260873,107.90745260029823
121748,101.15062233120135
44483,185.7099183637089
61529,181.3563054016571
196857,300.52164952220915
162515,57.07303077462254
252996,76.75418153888315
257457,348.55617470858795
154494,210.50070466990908
189606,322.3857824109756
75008,202.3235460672264
281948,308.45865802167555
192720,145.43259609809175
7437,141.88481093716797
62322,146.5535561740966
243541,93.91045241743329
229137,47.16214640660936
243510,318.40974398584837
39335,56.71221996562049
217158,55.43499912197373
209975,38.79165753232874
40810,67.13298752075478
57288,59.03256185247876
49065,206.98882360348327
2146,240.52076217125432
86584,349.27799450940836
170113,166.96833208941567
95302,198.88361134389572
297233,93.93394366867352
108617,81.84846085643986
14822,52.17557304709172
130190,311.75213948760023
64561,161.6582204664722
260148,362.10742190586654
250487,231.30271147485956
231448,228.95288306945153
50945,66.10341320572222
60673,91.05341935043602
6663,127.53977656304858
195633,88.60301091990058
277626,226.86971055983233
128681,242.96699047416757
189505,178.9477939650901
63500,243.7635827536626
82467,298.5523761668839
242970,290.3162849731211
193955,68.29947463909778
79990,179.7733053848219
245977,369.6652432829898
213074,94.97179129640689
168263,52.58396886504093
278269,71.2075804566534
20466,177.36122476180122
293878,163.2138881966049
71603,66.90783420854909
8507,219.90466178365938
59869,164.33730357132885
15422,100.12149483377091
67856,124.02693337122041
270033,78.61644825633915
8149,87.08873542615322
104435,301.7668329664185
222205,276.227296182715
268276,132.82921456678972
235002,295.7864193278554
265419,70.19132627178239
293663,126.7196992084301
251150,50.10040772827929
116235,69.32582411931138
276364,52.9368661091237
38427,189.83011337470612
117446,74.43917578764685
278468,224.633232834245
205121,127.78508526620769
56994,153.16768891248546
153345,75.39038732088531
77767,208.46652409006916
296498,119.4372192007482
112418,132.8420558414362
216990,176.84465924756498
153743,244.749380955796
209050,268.39818573603526
139174,93.63278865239916
94706,231.44810008744935
129844,243.38085611304143
257939,106.95712566087198
229946,93.70443063830383
105108,169.27745320490376
39111,124.47219837924172
269246,110.48433219616098
159637,289.9936237096588
79016,278.99183330591114
90499,119.78849256304309
60087,260.0137282390468
1129,294.1295459281971
145562,242.82395700673038
65194,372.1244935462138
93018,149.87171121819642
24494,127.04473192178675
39763,124.68170820729391
278260,154.95506895294375
248951,74.73462866130282
92638,131.44177347807252
279933,231.21212392317707
210507,277.39365480531364
89671,69.66337789234096
242250,60.03774270759461
206919,100.09066434067866
12411,122.59878375220293
71835,77.52281594020269
258199,64.59472476274487
22640,73.16390278890896
60798,125.64922228460769
126151,174.6214945223427
185661,67.67514606798514
142554,92.44152945830369
176715,366.11261012429185
175752,332.37172213058295
